기관ID,기관이름,상품이름,숙박일자,상태
110,복주산 자연휴양림,금낭화,20210120,체크아웃
110,복주산 자연휴양림,금낭화,20210121,체크아웃
104,아세안 자연휴양림,싱가포르(2),20201227,체크아웃
192,남해편백 자연휴양림,난초섬,20210104,체크아웃
192,남해편백 자연휴양림,팥섬,20201211,체크아웃
242,황정산 자연휴양림,B동-전나무(1층),20201209,체크아웃
242,황정산 자연휴양림,B동-전나무(1층),20201210,체크아웃
193,통고산 자연휴양림,초롱꽃,20201230,체크아웃
196,천관산 자연휴양림,삼나무,20201228,체크아웃
191,오서산 자연휴양림,(신)405호 찔레꽃,20201219,체크아웃
195,운문산 자연휴양림,고라니,20201228,체크아웃
195,운문산 자연휴양림,삼계산장,20201228,체크아웃
245,대야산 자연휴양림,캐빈6,20201218,체크아웃
105,신불산 자연휴양림,하단 서어나무,20210124,체크아웃
107,삼봉 자연휴양림,너구리,20201230,체크아웃
195,운문산 자연휴양림,운문산장,20201212,체크아웃
300,상당산성 자연휴양림,7동 상수리나무,20201214,체크아웃
187,희리산 자연휴양림,너구리(3동2층),20201219,체크아웃
103,산음 자연휴양림,전나무,20201221,체크아웃
141,덕유산 자연휴양림,물푸레나무1,20201218,체크아웃
202,달음산 자연휴양림,도깨비(1층),20201221,체크아웃
194,운장산 자연휴양림,마이산,20201224,체크아웃
101,유명산 자연휴양림,야영데크(121),20201217,체크아웃
101,유명산 자연휴양림,야영데크(133),20201218,체크아웃
141,덕유산 자연휴양림,주목나무,20201218,체크아웃
189,변산 자연휴양림,고사포항,20201224,체크아웃
182,칠보산 자연휴양림,양지꽃,20201224,체크아웃
192,남해편백 자연휴양림,조도,20201231,체크아웃
192,남해편백 자연휴양림,솔섬,20210113,체크아웃
192,남해편백 자연휴양림,솔섬,20210114,체크아웃
115,속리산 자연휴양림,302호 복주머니란,20201211,체크아웃
141,덕유산 자연휴양림,물푸레나무2,20210107,체크아웃
300,상당산성 자연휴양림,6동 벚나무,20201216,체크아웃
103,산음 자연휴양림,전나무,20201225,체크아웃
115,속리산 자연휴양림,(신) 208호 소나무,20210110,체크아웃
192,남해편백 자연휴양림,소초도,20201221,체크아웃
110,복주산 자연휴양림,금낭화,20210103,체크아웃
189,변산 자연휴양림,우럭,20201225,체크아웃
189,변산 자연휴양림,모항,20210111,체크아웃
202,달음산 자연휴양림,흥부(1층),20210117,체크아웃
202,달음산 자연휴양림,흥부(1층),20210118,체크아웃
190,지리산 자연휴양림,영신봉,20210103,체크아웃
103,산음 자연휴양림,소쩍새,20201230,체크아웃
196,천관산 자연휴양림,낙엽송,20201224,체크아웃
189,변산 자연휴양림,궁항,20210125,체크아웃
115,속리산 자연휴양림,601호 부엉이,20201220,체크아웃
115,속리산 자연휴양림,601호 부엉이,20201221,체크아웃
108,중미산 자연휴양림,해왕성,20201218,체크아웃
116,화천숲속 야영장,오토캠핑장36(쇄석),20201220,체크아웃
116,화천숲속 야영장,오토캠핑장36(쇄석),20201221,체크아웃
189,변산 자연휴양림,조기,20210125,체크아웃
300,상당산성 자연휴양림,7동 상수리나무,20210123,체크아웃
182,칠보산 자연휴양림,옥잠화,20210108,체크아웃
190,지리산 자연휴양림,명선봉,20201228,체크아웃
187,희리산 자연휴양림,608호 옥잠화,20210106,체크아웃
187,희리산 자연휴양림,608호 옥잠화,20210107,체크아웃
194,운장산 자연휴양림,크낙새,20201216,체크아웃
191,오서산 자연휴양림,(신)406호 잔디꽃,20210117,체크아웃
191,오서산 자연휴양림,(신)406호 잔디꽃,20210118,체크아웃
224,운악산 자연휴양림,[B동]고라니,20201220,체크아웃
224,운악산 자연휴양림,[E동]둥굴레,20201219,체크아웃
187,희리산 자연휴양림,야영데크(225),20201219,체크아웃
103,산음 자연휴양림,소쩍새,20210124,체크아웃
115,속리산 자연휴양림,209호 전나무,20201223,체크아웃
105,신불산 자연휴양림,하단 산벚나무,20210120,체크아웃
105,신불산 자연휴양림,하단 산벚나무,20210121,체크아웃
106,청태산 자연휴양림,소나무,20201226,체크아웃
104,아세안 자연휴양림,인도네시아(1),20210125,체크아웃
189,변산 자연휴양림,가오리,20201223,체크아웃
103,산음 자연휴양림,꽃사슴,20210101,체크아웃
192,남해편백 자연휴양림,대초도,20210114,체크아웃
192,남해편백 자연휴양림,대초도,20210115,체크아웃
245,대야산 자연휴양림,303호 산철쭉,20210109,체크아웃
220,용현 자연휴양림,305호 편백나무,20201210,체크아웃
107,삼봉 자연휴양림,다람쥐,20201210,체크아웃
103,산음 자연휴양림,황토방2,20201209,체크아웃
107,삼봉 자연휴양림,올빼미,20201211,체크아웃
108,중미산 자연휴양림,갈참나무,20210110,체크아웃
187,희리산 자연휴양림,캠핑카야영장(410),20201214,체크아웃
196,천관산 자연휴양림,낙엽송,20201221,체크아웃
191,오서산 자연휴양림,(신)406호 잔디꽃,20201223,체크아웃
141,덕유산 자연휴양림,전나무2,20201220,체크아웃
112,미천골 자연휴양림,누리대,20201223,체크아웃
244,검봉산 자연휴양림,[C동]진달래,20210122,체크아웃
244,검봉산 자연휴양림,[C동]진달래,20210123,체크아웃
192,남해편백 자연휴양림,형제도,20210107,체크아웃
192,남해편백 자연휴양림,형제도,20210108,체크아웃
101,유명산 자연휴양림,산까치,20210113,체크아웃
187,희리산 자연휴양림,608호 옥잠화,20201230,체크아웃
192,남해편백 자연휴양림,박도,20210110,체크아웃
104,아세안 자연휴양림,베트남(2),20210117,체크아웃
201,진도 자연휴양림,감탕나무,20210117,체크아웃
201,진도 자연휴양림,감탕나무,20210118,체크아웃
101,유명산 자연휴양림,야영데크(117),20210101,체크아웃
101,유명산 자연휴양림,야영데크(117),20210102,체크아웃
195,운문산 자연휴양림,가지산장,20201217,체크아웃
104,아세안 자연휴양림,캄보디아(1),20201221,체크아웃
181,방장산 자연휴양림,개나리,20201221,체크아웃
181,방장산 자연휴양림,진달래,20201221,체크아웃
107,삼봉 자연휴양림,전대감,20210113,체크아웃
107,삼봉 자연휴양림,전대감,20210114,체크아웃
189,변산 자연휴양림,망둥어,20210117,체크아웃
101,유명산 자연휴양림,야영데크(126),20210116,체크아웃
189,변산 자연휴양림,숭어,20201220,체크아웃
101,유명산 자연휴양림,야영데크(117),20201228,체크아웃
192,남해편백 자연휴양림,조도,20201224,체크아웃
201,진도 자연휴양림,먼나무,20201224,체크아웃
200,낙안민속 자연휴양림,(신) 벚나무,20210113,체크아웃
192,남해편백 자연휴양림,떼섬,20210108,체크아웃
110,복주산 자연휴양림,금낭화,20210127,체크아웃
110,복주산 자연휴양림,금낭화,20210128,체크아웃
110,복주산 자연휴양림,금낭화,20210129,체크아웃
103,산음 자연휴양림,크낙새,20210106,체크아웃
103,산음 자연휴양림,반달곰,20210113,체크아웃
103,산음 자연휴양림,반달곰,20210114,체크아웃
192,남해편백 자연휴양림,소치도,20210101,체크아웃
181,방장산 자연휴양림,행복,20201228,체크아웃
112,미천골 자연휴양림,진달래,20201211,체크아웃
220,용현 자연휴양림,야영데크(111),20201218,체크아웃
111,대관령 자연휴양림,꽃사슴,20201217,체크아웃
192,남해편백 자연휴양림,소초도,20201225,체크아웃
192,남해편백 자연휴양림,소초도,20201226,체크아웃
108,중미산 자연휴양림,수성,20210106,체크아웃
106,청태산 자연휴양림,삼나무,20210111,체크아웃
106,청태산 자연휴양림,분비나무,20201223,체크아웃
116,화천숲속 야영장,오토캠핑장18(쇄석),20201225,체크아웃
116,화천숲속 야영장,오토캠핑장21(쇄석),20210130,체크아웃
201,진도 자연휴양림,돈나무,20210127,체크아웃
201,진도 자연휴양림,돈나무,20210128,체크아웃
201,진도 자연휴양림,돈나무,20210129,체크아웃
101,유명산 자연휴양림,종달새,20210130,체크아웃
202,달음산 자연휴양림,선녀(1층),20210128,체크아웃
202,달음산 자연휴양림,선녀(1층),20210129,체크아웃
106,청태산 자연휴양림,낙엽송,20210128,체크아웃
182,칠보산 자연휴양림,달맞이,20210125,체크아웃
192,남해편백 자연휴양림,솔섬,20210106,체크아웃
183,청옥산 자연휴양림,오토캠핑장(226),20201231,체크아웃
300,상당산성 자연휴양림,2동 굴피나무,20201231,체크아웃
188,회문산 자연휴양림,단풍나무,20201220,체크아웃
101,유명산 자연휴양림,야영데크(128),20201218,체크아웃
224,운악산 자연휴양림,[E동]노루귀,20201220,체크아웃
106,청태산 자연휴양림,잣나무,20201231,체크아웃
104,아세안 자연휴양림,베트남(3),20201214,체크아웃
183,청옥산 자연휴양림,오토캠핑장(209),20201225,체크아웃
200,낙안민속 자연휴양림,벚나무,20201217,체크아웃
201,진도 자연휴양림,황칠나무,20210124,체크아웃
111,대관령 자연휴양림,너구리(2층),20201220,체크아웃
101,유명산 자연휴양림,오소리,20201221,체크아웃
189,변산 자연휴양림,주꾸미,20201223,체크아웃
101,유명산 자연휴양림,비둘기,20210127,체크아웃
101,유명산 자연휴양림,비둘기,20210128,체크아웃
115,속리산 자연휴양림,(신) 203호 자란,20210106,체크아웃
115,속리산 자연휴양림,(신) 203호 자란,20210107,체크아웃
191,오서산 자연휴양림,(신)410호 패랭이꽃,20210114,체크아웃
141,덕유산 자연휴양림,고로쇠나무,20210106,체크아웃
116,화천숲속 야영장,오토캠핑장21(쇄석),20210127,체크아웃
116,화천숲속 야영장,오토캠핑장21(쇄석),20210128,체크아웃
116,화천숲속 야영장,오토캠핑장21(쇄석),20210129,체크아웃
104,아세안 자연휴양림,태국(1),20201227,체크아웃
104,아세안 자연휴양림,태국(1),20201228,체크아웃
191,오서산 자연휴양림,(신)413호 초롱꽃,20201228,체크아웃
182,칠보산 자연휴양림,해돋이,20210107,체크아웃
194,운장산 자연휴양림,참새,20201231,체크아웃
300,상당산성 자연휴양림,5동 밤나무,20210101,체크아웃
107,삼봉 자연휴양림,석화산,20201231,체크아웃
141,덕유산 자연휴양림,가문비나무,20201230,체크아웃
245,대야산 자연휴양림,캐빈10,20201224,체크아웃
187,희리산 자연휴양림,야영데크(212),20210102,체크아웃
192,남해편백 자연휴양림,야영데크(104),20201213,체크아웃
106,청태산 자연휴양림,낙엽송,20201216,체크아웃
187,희리산 자연휴양림,해송(1동1층),20210101,체크아웃
115,속리산 자연휴양림,303호 댕강나무,20201221,체크아웃
104,아세안 자연휴양림,태국(3),20201221,체크아웃
107,삼봉 자연휴양림,고라니,20201223,체크아웃
195,운문산 자연휴양림,다람쥐,20210201,체크아웃
141,덕유산 자연휴양림,전나무 1,20201225,체크아웃
182,칠보산 자연휴양림,원추리,20210116,체크아웃
187,희리산 자연휴양림,601호 금낭화,20201228,체크아웃
300,상당산성 자연휴양림,3동 은행나무,20201226,체크아웃
107,삼봉 자연휴양림,새호라기,20201227,체크아웃
101,유명산 자연휴양림,[연]오동나무,20210207,체크아웃
101,유명산 자연휴양림,[연]오동나무,20210208,체크아웃
105,신불산 자연휴양림,하단 산벚나무,20201223,체크아웃
101,유명산 자연휴양림,야영데크(140),20201219,체크아웃
141,덕유산 자연휴양림,벚나무,20201218,체크아웃
103,산음 자연휴양림,금강송,20201227,체크아웃
107,삼봉 자연휴양림,가칠봉,20201224,체크아웃
106,청태산 자연휴양림,잣나무,20210201,체크아웃
103,산음 자연휴양림,오소리,20201225,체크아웃
182,칠보산 자연휴양림,양지꽃,20201226,체크아웃
101,유명산 자연휴양림,야영데크(136),20210116,체크아웃
101,유명산 자연휴양림,야영데크(136),20210117,체크아웃
192,남해편백 자연휴양림,미조도,20201227,체크아웃
190,지리산 자연휴양림,영신봉,20201226,체크아웃
187,희리산 자연휴양림,602호 민들레,20210106,체크아웃
187,희리산 자연휴양림,602호 민들레,20210107,체크아웃
103,산음 자연휴양림,비둘기,20210204,체크아웃
187,희리산 자연휴양림,701호 개나리,20210116,체크아웃
101,유명산 자연휴양림,뻐꾸기,20201230,체크아웃
222,용화산 자연휴양림,야영데크(307),20210130,체크아웃
111,대관령 자연휴양림,다람쥐,20210203,체크아웃
111,대관령 자연휴양림,다람쥐,20210204,체크아웃
101,유명산 자연휴양림,오두막B,20210104,체크아웃
222,용화산 자연휴양림,야영데크(101),20210115,체크아웃
189,변산 자연휴양림,신시도항,20210117,체크아웃
189,변산 자연휴양림,신시도항,20210118,체크아웃
193,통고산 자연휴양림,초롱꽃,20201220,체크아웃
112,미천골 자연휴양림,철쭉,20201218,체크아웃
189,변산 자연휴양림,모항,20210104,체크아웃
220,용현 자연휴양림,야영데크(116),20201220,체크아웃
104,아세안 자연휴양림,태국(2),20201224,체크아웃
196,천관산 자연휴양림,후박나무,20201223,체크아웃
107,삼봉 자연휴양림,뻐꾸기,20210124,체크아웃
202,달음산 자연휴양림,금도끼(1층),20201227,체크아웃
101,유명산 자연휴양림,꾀꼬리,20201221,체크아웃
189,변산 자연휴양림,비응항,20210131,체크아웃
300,상당산성 자연휴양림,1동 아까시나무,20210111,체크아웃
190,지리산 자연휴양림,명선봉,20210104,체크아웃
107,삼봉 자연휴양림,가칠봉,20201230,체크아웃
189,변산 자연휴양림,주꾸미,20201213,체크아웃
182,칠보산 자연휴양림,옥잠화,20201221,체크아웃
103,산음 자연휴양림,비둘기,20201230,체크아웃
115,속리산 자연휴양림,203호 자란,20201231,체크아웃
191,오서산 자연휴양림,(신)409호 개나리꽃,20201230,체크아웃
101,유명산 자연휴양림,야영데크(132),20210116,체크아웃
111,대관령 자연휴양림,고라니,20210104,체크아웃
116,화천숲속 야영장,오토캠핑장18(쇄석),20210116,체크아웃
104,아세안 자연휴양림,베트남(1),20201214,체크아웃
101,유명산 자연휴양림,오소리,20210113,체크아웃
101,유명산 자연휴양림,오두막A,20210113,체크아웃
105,신불산 자연휴양림,하단 산벚나무,20201216,체크아웃
189,변산 자연휴양림,바지락,20201217,체크아웃
115,속리산 자연휴양림,603호 소쩍새,20201218,체크아웃
202,달음산 자연휴양림,해님(1층),20201219,체크아웃
196,천관산 자연휴양림,잣나무,20201219,체크아웃
300,상당산성 자연휴양림,2동 굴피나무,20201217,체크아웃
190,지리산 자연휴양림,영신봉,20201218,체크아웃
189,변산 자연휴양림,우럭,20210120,체크아웃
202,달음산 자연휴양림,토끼(1층),20210124,체크아웃
141,덕유산 자연휴양림,구상나무1,20210103,체크아웃
187,희리산 자연휴양림,606호 봉선화,20201231,체크아웃
192,남해편백 자연휴양림,대초도,20201231,체크아웃
189,변산 자연휴양림,위도항,20210127,체크아웃
189,변산 자연휴양림,위도항,20210128,체크아웃
104,아세안 자연휴양림,베트남(2),20210130,체크아웃
187,희리산 자연휴양림,애기풀(2동2층),20201213,체크아웃
107,삼봉 자연휴양림,다람쥐,20201217,체크아웃
187,희리산 자연휴양림,해송(1동1층),20201220,체크아웃
108,중미산 자연휴양림,화성,20201217,체크아웃
183,청옥산 자연휴양림,오토캠핑장(227),20201219,체크아웃
183,청옥산 자연휴양림,오토캠핑장(227),20201220,체크아웃
106,청태산 자연휴양림,분비나무,20201216,체크아웃
202,달음산 자연휴양림,거북이(2층),20201220,체크아웃
104,아세안 자연휴양림,필리핀(1),20201218,체크아웃
110,복주산 자연휴양림,소나무,20201227,체크아웃
187,희리산 자연휴양림,609호 접시꽃,20201231,체크아웃
193,통고산 자연휴양림,투구꽃,20201228,체크아웃
187,희리산 자연휴양림,캠핑카야영장(108),20201211,체크아웃
224,운악산 자연휴양림,[C동]오리나무,20201212,체크아웃
101,유명산 자연휴양림,야영데크(104),20210116,체크아웃
300,상당산성 자연휴양림,6동 벚나무,20201218,체크아웃
141,덕유산 자연휴양림,구상나무1,20210113,체크아웃
141,덕유산 자연휴양림,구상나무1,20210114,체크아웃
107,삼봉 자연휴양림,너구리,20201221,체크아웃
115,속리산 자연휴양림,209호 전나무,20201220,체크아웃
193,통고산 자연휴양림,수선화,20201221,체크아웃
193,통고산 자연휴양림,꽃창포,20201220,체크아웃
181,방장산 자연휴양림,개나리,20210103,체크아웃
223,백운산 자연휴양림,[A동]벽오동,20210102,체크아웃
192,남해편백 자연휴양림,목도,20210104,체크아웃
202,달음산 자연휴양림,도깨비(1층),20210106,체크아웃
107,삼봉 자연휴양림,응복산,20210103,체크아웃
300,상당산성 자연휴양림,6동 벚나무,20210102,체크아웃
187,희리산 자연휴양림,609호 접시꽃,20210124,체크아웃
190,지리산 자연휴양림,덕평봉,20210104,체크아웃
192,남해편백 자연휴양림,소치도,20201212,체크아웃
187,희리산 자연휴양림,캠핑카야영장(108),20201212,체크아웃
191,오서산 자연휴양림,(신)416호 구절초꽃,20201230,체크아웃
182,칠보산 자연휴양림,옥잠화,20201218,체크아웃
187,희리산 자연휴양림,꽃무릇(2동1층),20201231,체크아웃
183,청옥산 자연휴양림,오토캠핑장(216),20201224,체크아웃
200,낙안민속 자연휴양림,소나무,20201228,체크아웃
201,진도 자연휴양림,후박나무,20210129,체크아웃
201,진도 자연휴양림,후박나무,20210130,체크아웃
183,청옥산 자연휴양림,매발톱,20201227,체크아웃
190,지리산 자연휴양림,영신봉,20210111,체크아웃
220,용현 자연휴양림,308호 신갈나무,20210121,체크아웃
300,상당산성 자연휴양림,3동 은행나무,20210106,체크아웃
101,유명산 자연휴양림,비둘기,20210125,체크아웃
141,덕유산 자연휴양림,자작나무,20210113,체크아웃
141,덕유산 자연휴양림,자작나무,20210114,체크아웃
196,천관산 자연휴양림,삼나무,20210116,체크아웃
191,오서산 자연휴양림,(신)402호 복숭아꽃,20210103,체크아웃
192,남해편백 자연휴양림,노도,20201209,체크아웃
115,속리산 자연휴양림,302호 복주머니란,20201223,체크아웃
182,칠보산 자연휴양림,생강나무,20201217,체크아웃
182,칠보산 자연휴양림,생강나무,20201218,체크아웃
101,유명산 자연휴양림,산까치,20210109,체크아웃
245,대야산 자연휴양림,602호 둔덕산,20210101,체크아웃
245,대야산 자연휴양림,602호 둔덕산,20210102,체크아웃
223,백운산 자연휴양림,[C동]하늘나리,20210101,체크아웃
223,백운산 자연휴양림,[C동]하늘나리,20210102,체크아웃
189,변산 자연휴양림,군산항,20210116,체크아웃
300,상당산성 자연휴양림,6동 벚나무,20210101,체크아웃
300,상당산성 자연휴양림,6동 벚나무,20210102,체크아웃
108,중미산 자연휴양림,토성,20210109,체크아웃
141,덕유산 자연휴양림,들메나무2,20210115,체크아웃
104,아세안 자연휴양림,인도네시아(1),20210106,체크아웃
104,아세안 자연휴양림,인도네시아(1),20210107,체크아웃
202,달음산 자연휴양림,해님(1층),20201218,체크아웃
101,유명산 자연휴양림,종달새,20201219,체크아웃
141,덕유산 자연휴양림,가문비나무,20201226,체크아웃
115,속리산 자연휴양림,602호 뻐꾸기,20201227,체크아웃
191,오서산 자연휴양림,(신)409호 개나리꽃,20201226,체크아웃
191,오서산 자연휴양림,(신)412호 물봉선꽃,20210124,체크아웃
191,오서산 자연휴양림,(신)412호 물봉선꽃,20210125,체크아웃
224,운악산 자연휴양림,[D동]은방울,20210123,체크아웃
141,덕유산 자연휴양림,고로쇠나무,20210127,체크아웃
141,덕유산 자연휴양림,고로쇠나무,20210128,체크아웃
191,오서산 자연휴양림,(신)413호 초롱꽃,20201230,체크아웃
245,대야산 자연휴양림,602호 둔덕산,20210127,체크아웃
245,대야산 자연휴양림,602호 둔덕산,20210128,체크아웃
244,검봉산 자연휴양림,[C동]산철쭉,20210106,체크아웃
244,검봉산 자연휴양림,[C동]산철쭉,20210107,체크아웃
223,백운산 자연휴양림,[B동]매기생버섯,20210113,체크아웃
194,운장산 자연휴양림,종달새,20210123,체크아웃
115,속리산 자연휴양림,(신) 302호 복주머니란,20210101,체크아웃
141,덕유산 자연휴양림,들메나무1,20210101,체크아웃
141,덕유산 자연휴양림,전나무 1,20201231,체크아웃
141,덕유산 자연휴양림,전나무 1,20210101,체크아웃
101,유명산 자연휴양림,원앙새,20210128,체크아웃
101,유명산 자연휴양림,원앙새,20210129,체크아웃
192,남해편백 자연휴양림,소초도,20201216,체크아웃
187,희리산 자연휴양림,캠핑카야영장(404),20201211,체크아웃
103,산음 자연휴양림,소쩍새,20201223,체크아웃
182,칠보산 자연휴양림,해돋이,20201230,체크아웃
101,유명산 자연휴양림,야영데크(110),20201224,체크아웃
187,희리산 자연휴양림,야영데크(205),20210101,체크아웃
187,희리산 자연휴양림,야영데크(205),20210102,체크아웃
200,낙안민속 자연휴양림,한강,20210109,체크아웃
187,희리산 자연휴양림,참나무(1동2층),20201219,체크아웃
187,희리산 자연휴양림,참나무(1동2층),20201220,체크아웃
104,아세안 자연휴양림,인도네시아(2),20201221,체크아웃
111,대관령 자연휴양림,청설모,20201219,체크아웃
189,변산 자연휴양림,신시도항,20210120,체크아웃
201,진도 자연휴양림,돈나무,20210113,체크아웃
107,삼봉 자연휴양림,너구리,20201226,체크아웃
192,남해편백 자연휴양림,솔섬,20210107,체크아웃
220,용현 자연휴양림,310호 상수리나무,20210127,체크아웃
189,변산 자연휴양림,백합,20210125,체크아웃
103,산음 자연휴양림,산까치,20210114,체크아웃
189,변산 자연휴양림,바지락,20210131,체크아웃
187,희리산 자연휴양림,너구리(3동2층),20210110,체크아웃
201,진도 자연휴양림,녹나무,20210203,체크아웃
201,진도 자연휴양림,녹나무,20210204,체크아웃
202,달음산 자연휴양림,선녀(1층),20210103,체크아웃
192,남해편백 자연휴양림,노도,20201216,체크아웃
108,중미산 자연휴양림,명왕성,20210124,체크아웃
101,유명산 자연휴양림,야영데크(120),20201219,체크아웃
189,변산 자연휴양림,가오리,20201219,체크아웃
107,삼봉 자연휴양림,오대산,20201220,체크아웃
101,유명산 자연휴양림,야영데크(126),20201221,체크아웃
141,덕유산 자연휴양림,전나무2,20210111,체크아웃
182,칠보산 자연휴양림,제비꽃,20210127,체크아웃
111,대관령 자연휴양림,다람쥐,20210104,체크아웃
242,황정산 자연휴양림,A동-상수리(1층),20210103,체크아웃
242,황정산 자연휴양림,A동-상수리(1층),20210104,체크아웃
104,아세안 자연휴양림,베트남(3),20201231,체크아웃
223,백운산 자연휴양림,[A동]벽오동,20201212,체크아웃
101,유명산 자연휴양림,야영데크(133),20201212,체크아웃
192,남해편백 자연휴양림,"비자나무1,2(24.7㎡×2실)",20201212,체크아웃
187,희리산 자연휴양림,608호 옥잠화,20201216,체크아웃
181,방장산 자연휴양림,목향,20210110,체크아웃
103,산음 자연휴양림,산까치,20201216,체크아웃
104,아세안 자연휴양림,브루나이(1),20201221,체크아웃
104,아세안 자연휴양림,태국(1),20201224,체크아웃
104,아세안 자연휴양림,베트남(2),20201225,체크아웃
107,삼봉 자연휴양림,계방산,20201230,체크아웃
107,삼봉 자연휴양림,올빼미,20201230,체크아웃
187,희리산 자연휴양림,603호 문주란,20201217,체크아웃
107,삼봉 자연휴양림,너구리,20210110,체크아웃
242,황정산 자연휴양림,3호-고로쇠,20201218,체크아웃
192,남해편백 자연휴양림,형제도,20201216,체크아웃
193,통고산 자연휴양림,노루귀,20201217,체크아웃
111,대관령 자연휴양림,산토끼,20201225,체크아웃
192,남해편백 자연휴양림,"굴피나무1,2(24.7㎡×2실)",20201218,체크아웃
224,운악산 자연휴양림,[A동]동고비,20210118,체크아웃
222,용화산 자연휴양림,야영데크(107),20201225,체크아웃
195,운문산 자연휴양림,문복산장,20210115,체크아웃
189,변산 자연휴양림,가오리,20210114,체크아웃
107,삼봉 자연휴양림,사삼봉,20201231,체크아웃
103,산음 자연휴양림,소쩍새,20210104,체크아웃
245,대야산 자연휴양림,캐빈6,20210110,체크아웃
103,산음 자연휴양림,잣나무,20201211,체크아웃
116,화천숲속 야영장,오토캠핑장10(쇄석),20201212,체크아웃
110,복주산 자연휴양림,참나무,20201220,체크아웃
104,아세안 자연휴양림,싱가포르(1),20210106,체크아웃
104,아세안 자연휴양림,싱가포르(1),20210107,체크아웃
104,아세안 자연휴양림,태국(3),20201226,체크아웃
187,희리산 자연휴양림,야영데크(212),20210116,체크아웃
187,희리산 자연휴양림,캠핑카야영장(111),20201212,체크아웃
200,낙안민속 자연휴양림,아리랑,20201223,체크아웃
220,용현 자연휴양림,304호 굴피나무,20201216,체크아웃
103,산음 자연휴양림,비둘기,20210113,체크아웃
103,산음 자연휴양림,비둘기,20210114,체크아웃
187,희리산 자연휴양림,야영데크(219),20201224,체크아웃
190,지리산 자연휴양림,영신봉,20201225,체크아웃
192,남해편백 자연휴양림,난초섬,20210129,체크아웃
101,유명산 자연휴양림,[연]자작나무,20201228,체크아웃
187,희리산 자연휴양림,602호 민들레,20210111,체크아웃
141,덕유산 자연휴양림,구상나무2,20210103,체크아웃
220,용현 자연휴양림,305호 편백나무,20210117,체크아웃
220,용현 자연휴양림,305호 편백나무,20210118,체크아웃
192,남해편백 자연휴양림,추도,20201214,체크아웃
108,중미산 자연휴양림,토성,20201211,체크아웃
141,덕유산 자연휴양림,전나무 1,20201213,체크아웃
244,검봉산 자연휴양림,[B동]고라니,20201225,체크아웃
194,운장산 자연휴양림,꾀꼬리,20210116,체크아웃
192,남해편백 자연휴양림,형제도,20210123,체크아웃
201,진도 자연휴양림,돈나무,20201221,체크아웃
107,삼봉 자연휴양림,크낙새,20201228,체크아웃
115,속리산 자연휴양림,(신) 205호 잣나무,20210103,체크아웃
115,속리산 자연휴양림,(신) 205호 잣나무,20210104,체크아웃
104,아세안 자연휴양림,캄보디아(2),20210102,체크아웃
107,삼봉 자연휴양림,뻐꾸기,20210104,체크아웃
107,삼봉 자연휴양림,고라니,20210102,체크아웃
141,덕유산 자연휴양림,구상나무2,20210107,체크아웃
141,덕유산 자연휴양림,구상나무2,20210106,체크아웃
187,희리산 자연휴양림,602호 민들레,20201218,체크아웃
194,운장산 자연휴양림,종달새,20201214,체크아웃
245,대야산 자연휴양림,캐빈6,20210109,체크아웃
141,덕유산 자연휴양림,벚나무,20201221,체크아웃
187,희리산 자연휴양림,야영데크(212),20201218,체크아웃
193,통고산 자연휴양림,꽃창포,20201219,체크아웃
191,오서산 자연휴양림,(신)411호 채송화꽃,20201221,체크아웃
196,천관산 자연휴양림,삼나무,20210103,체크아웃
187,희리산 자연휴양림,603호 문주란,20201221,체크아웃
201,진도 자연휴양림,감탕나무,20201223,체크아웃
196,천관산 자연휴양림,낙엽송,20210124,체크아웃
196,천관산 자연휴양림,낙엽송,20210125,체크아웃
107,삼봉 자연휴양림,석화산,20201228,체크아웃
222,용화산 자연휴양림,야영데크(203),20210108,체크아웃
103,산음 자연휴양림,산토끼,20201228,체크아웃
195,운문산 자연휴양림,삼계산장,20210106,체크아웃
195,운문산 자연휴양림,삼계산장,20210107,체크아웃
141,덕유산 자연휴양림,전나무2,20210107,체크아웃
196,천관산 자연휴양림,삼나무,20210117,체크아웃
196,천관산 자연휴양림,삼나무,20210118,체크아웃
182,칠보산 자연휴양림,양지꽃,20210207,체크아웃
182,칠보산 자연휴양림,양지꽃,20210208,체크아웃
187,희리산 자연휴양림,잣나무(1동2층),20201210,체크아웃
187,희리산 자연휴양림,참나무(1동2층),20201227,체크아웃
187,희리산 자연휴양림,참나무(1동2층),20201228,체크아웃
108,중미산 자연휴양림,명왕성,20210104,체크아웃
101,유명산 자연휴양림,뻐꾸기,20210103,체크아웃
101,유명산 자연휴양림,꾀꼬리,20201217,체크아웃
101,유명산 자연휴양림,야영데크(114),20201218,체크아웃
101,유명산 자연휴양림,야영데크(119),20201226,체크아웃
243,두타산 자연휴양림,고라니,20201219,체크아웃
181,방장산 자연휴양림,행복,20201221,체크아웃
115,속리산 자연휴양림,203호 자란,20201221,체크아웃
242,황정산 자연휴양림,3호-고로쇠,20210124,체크아웃
242,황정산 자연휴양림,3호-고로쇠,20210125,체크아웃
108,중미산 자연휴양림,명왕성,20210129,체크아웃
115,속리산 자연휴양림,(신) 206호 낙엽송,20210110,체크아웃
115,속리산 자연휴양림,(신) 206호 낙엽송,20210111,체크아웃
202,달음산 자연휴양림,도깨비(1층),20210101,체크아웃
300,상당산성 자연휴양림,6동 벚나무,20210207,체크아웃
