"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"3083","일반야영장업","03_11_07_P","4050000","CDFI2262132016000021","20161115","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 기흥구 고매동 539-1","경기도 용인시 기흥구 동탄기흥로785번길 21-5 (고매동)","17101","캠프레이크","20201021180903","U","2020-10-23 02:40:00.0","","208804.436098725","413961.814990226","일반야영장업","","자연녹지지역","2","기타","","롯데손해보험","기타","","","","182","","","","","","","","","","1844","","","","","","","","","50000000","","","","1844",
"3084","일반야영장업","03_11_07_P","4050000","CDFI2262132016000022","20161116","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 처인구 모현읍 초부리 310-14","경기도 용인시 처인구 모현읍 초부로 215-5","17037","정광산 관광농원","20201008160834","U","2020-10-10 02:40:00.0","","223467.993319262","423818.323766747","일반야영장업","","자연녹지지역","1","기타","","삼성화재","기타","","","","","","","","","","","","","","32.9","","","","","","","","","100000000","","","","33",
"3085","일반야영장업","03_11_07_P","4050000","CDFI2262132018000001","20180626","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 처인구 이동읍 송전리 218-1","경기도 용인시 처인구 이동읍 경기동로785번길 30","17137","소풍캠핑장","20200902181540","U","2020-09-04 02:40:00.0","","218253.412081553","403512.550608367","일반야영장업","","","","","","삼성화재","","","","","","","","","","","","","","","16020","","","","","","","","","6980000000","","","","16020",
"3086","일반야영장업","03_11_07_P","5540000","CDFI2262132015000001","20150724","","01","영업/정상","13","영업중","","","","","","","464842","경기도 광주시 퇴촌면 관음리 182","경기도 광주시 퇴촌면 천진암로 768","12713","신선계곡야영장","20220613131409","U","2022-06-15 02:40:00.0","","230418.62088709","438621.600781578","일반야영장업","","","0","","","삼성화재 야영장사고배상","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","1649","","0","","","","","","","200000000","","","","1649",
"3087","일반야영장업","03_11_07_P","5540000","CDFI2262132018000001","20180801","","01","영업/정상","13","영업중","","","","","","","","경기도 광주시 곤지암읍 삼리 430","경기도 광주시 곤지암읍 경충대로 729","12805","더포레스트 연지곤지점","20220713152001","U","2022-07-15 02:40:00.0","","228599.870441431","427829.914571009","일반야영장업","","","0","","","한국지방재정공제회","","0","0","0","0","","","0","0","","0","0","","0","4839","","0","","","","","","","30000000","","","","4839",
"3088","일반야영장업","03_11_07_P","4480000","CDFI2262132016000001","20160728","","01","영업/정상","13","영업중","","","","","","","","충청북도 단양군 가곡면 어의곡리 114-2번지","충청북도 단양군 가곡면 새밭로 794 (소나무집)","27023","소나무캠핑","20160728110341","I","2018-11-26 13:44:42.0","","329473.167386","388475.526665","일반야영장업","","관리지역","","기타","","","","","","","","","","","","","","","","","935","","","","","","","","","","","","","935",
"3089","일반야영장업","03_11_07_P","4480000","CDFI2262132016000002","20160902","","01","영업/정상","13","영업중","","","","","","","","충청북도 단양군 단양읍 천동리 380-10번지","","","솔티야영장","20161007091443","I","2018-11-26 13:44:42.0","","326338.988625","385885.981367","일반야영장업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"3090","일반야영장업","03_11_07_P","4480000","CDFI2262132016000003","20161130","","01","영업/정상","13","영업중","","","","","","","395837","충청북도 단양군 영춘면 의풍리 883번지","충청북도 단양군 영춘면 김삿갓로 126-10","395837","소풍관광농원","20161130110204","I","2018-11-26 13:44:42.0","","342846.432359","398417.457417","일반야영장업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"3091","일반야영장업","03_11_07_P","4480000","CDFI2262132017000001","20170904","","01","영업/정상","13","영업중","","","","","","","","충청북도 단양군 단양읍 천동리 380-11 그린농원","충청북도 단양군 단양읍 천동4길 10-8, 그린농원","27024","천동계곡 캠핑장","20210429171936","U","2021-05-01 02:40:00.0","","326304.827218","385860.130688","일반야영장업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"3092","일반야영장업","03_11_07_P","4480000","CDFI2262132018000001","20180410","","01","영업/정상","13","영업중","","","","","","","","충청북도 단양군 가곡면 대대리 147번지","충청북도 단양군 가곡면 새밭로 393","27023","한스빌리지","20190412134538","U","2019-04-14 02:40:00.0","","326051.508991","389758.749374","일반야영장업","","관리지역","1","기타","","","사무실","1","","","","","","","","","","","","","99.52","","","","","","","","","","","","","100",
"3093","일반야영장업","03_11_07_P","4480000","CDFI2262132018000002","20181012","","01","영업/정상","13","영업중","","","","","","","","충청북도 단양군 가곡면 향산리 503-9","충청북도 단양군 가곡면 남한강로 1038","27022","파인 카라반 캠핑장","20220427112156","U","2022-04-29 02:40:00.0","","325894.052517","395967.110469","일반야영장업","","관리지역","","기타","","","사무실","1","","","","","","","","","","","","","72.45","","","","","","","","","300000000","","","","72",
"3094","일반야영장업","03_11_07_P","5020000","CDFI2262132015000001","20150410","","01","영업/정상","13","영업중","","","","","","","790931","경상북도 포항시 남구 장기면 계원리 443-1","경상북도 포항시 남구 장기면 동해안로 2932","37947","사나래카라반캠핑","20211007105831","U","2021-10-09 02:40:00.0","","427979.258553748","264891.523594633","일반야영장업","","관리지역","0","","","현대해상화재보험","숙박시설","0","0","0","0","","","0","0","","0","0","","0","2748","","0","","","","","","","0","","","","2748",
"3095","일반야영장업","03_11_07_P","4840000","CDFI2262132016000001","20160811","","01","영업/정상","13","영업중","","","","","","","","전라남도 광양시 다압면 신원리 산 125","","","느랭이골 자연휴양림 일반야영장","20220902111859","U","2022-09-04 02:40:00.0","","264238.602068","173875.206394","일반야영장업","","자연녹지지역","0","","","","","0","0","39","0","","","0","0","","0","0","","0","6144","","0","","","","","","","1000000","","","","6144",
"3096","일반야영장업","03_11_07_P","4840000","CDFI2262132018000001","20180826","","01","영업/정상","13","영업중","","","","","","","545821","전라남도 광양시 옥룡면 동곡리 973-2번지","","","진틀펜션캠핑장","20180826142702","I","2018-11-26 13:44:42.0","","254857.878426","177635.127487","일반야영장업","","보전녹지지역","","","","","","","","","","","","","","","","","","","2546","","","","","","","","","600000000","","","","2546",
"3097","일반야영장업","03_11_07_P","3570000","CDFI2262132017000005","20170727","","01","영업/정상","13","영업중","","","","","","","","인천광역시 강화군 화도면 내리 1498-1","인천광역시 강화군 화도면 마니산로 902-15","23059","행복한 소풍 캠핑장","20201116102253","U","2020-11-18 02:40:00.0","","147043.635225722","459832.96716493","일반야영장업","","","","","","","","","","","","","","","","","","","","","3640","","","","","","","","","100000000","","","","3640",
"3098","일반야영장업","03_11_07_P","3570000","CDFI2262132017000006","20170804","","01","영업/정상","13","영업중","","","","","","","","인천광역시 강화군 내가면 고천리 1259-14번지","","","하랑캠핑장","20191230101106","U","2020-01-01 02:40:00.0","","146087.22224713","467867.283912866","일반야영장업","","","","","","","","","","","","","","","","","","","","","2402","","","","","","","","","","","","","2402",
"3099","일반야영장업","03_11_07_P","3570000","CDFI2262132017000007","20170922","","01","영업/정상","13","영업중","","","","","","","","인천광역시 강화군 화도면 장화리 467-3번지 외 2필지","","","바다로글램핑","20191210095600","U","2019-12-12 02:40:00.0","","144958.358924715","457965.154601516","일반야영장업","","","","","","","","","","","","","","","","","","","","","2140.7","","","","","","","","","400000000","","","","2141",
"3100","일반야영장업","03_11_07_P","3570000","CDFI2262132017000008","20171031","","01","영업/정상","13","영업중","","","","","","","","인천광역시 강화군 길상면 동검리 158-6번지","인천광역시 강화군 길상면 동검길 159-27","23053","얏호캠핑장","20171031123315","I","2018-11-26 13:44:42.0","","156782.920991525","454051.567079358","일반야영장업","","","","","","","","","","","","","","","","","","","","","1197","","","","","","","","","","","","","1197",
"3101","일반야영장업","03_11_07_P","3570000","CDFI2262132017000009","20171207","","01","영업/정상","13","영업중","","","","","032933 5098","","","인천광역시 강화군 삼산면 상리 12-2","인천광역시 강화군 삼산면 상리길281번길 93","23004","석모도 부자캠핑","20210201115418","U","2021-02-03 02:40:00.0","","138954.542470057","471386.306247265","일반야영장업","","","","","","","","","","","","","","","","","","","","","4155","","","","","","","","","","","","","4155",
"3102","일반야영장업","03_11_07_P","3570000","CDFI2262132018000001","20180330","","01","영업/정상","13","영업중","","","","","","","","인천광역시 강화군 화도면 장화리 511-1","인천광역시 강화군 화도면 해안남로 2425","23061","낙조힐링캠핑장","20201221145436","U","2020-12-23 02:40:00.0","","145330.230700575","457726.371567984","일반야영장업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"3103","일반야영장업","03_11_07_P","3570000","CDFI2262132018000002","20180530","","01","영업/정상","13","영업중","","","","","","","417911","인천광역시 강화군 삼산면 매음리 897-2","","","민머루잼머","20210421183407","U","2021-04-23 02:40:00.0","","","","일반야영장업","","관리지역","1","기타","","","기타","1","","","","","","","","","","","","","8.8","","","","","","","","","","","","","9",
"3104","일반야영장업","03_11_07_P","3570000","CDFI2262132018000004","20180706","","01","영업/정상","13","영업중","","","","","032 933 0118","","","인천광역시 강화군 선원면 선행리 492-5번지","인천광역시 강화군 선원면 시리미로237번길 32","23039","프랭클리 글램핑","20180706143441","I","2018-11-26 13:44:42.0","","151500.071305484","469773.018978187","일반야영장업","","관리지역","1","","","","기타","1","","","","","","","","","","","","","","","","","","","","","","","","","","",
"3105","일반야영장업","03_11_07_P","3570000","CDFI2262132018000005","20180712","","01","영업/정상","13","영업중","","","","","","","","인천광역시 강화군 길상면 동검리 127-18번지","인천광역시 강화군 길상면 동검길 159-39","23053","검디 관광농원 야영장","20191113134914","U","2019-11-15 02:40:00.0","","156902.037483623","454043.675016939","일반야영장업","","","2","","","삼성화재","기타","2","","","","","","","","","","","","","14087","","","","","","","","","","","","","14087",
"3106","일반야영장업","03_11_07_P","4550000","CDFI2262132015000001","20150330","","01","영업/정상","13","영업중","","","","","041-750-3436","","312891","충청남도 금산군 남이면 건천리 산 168번지","충청남도 금산군 남이면 느티골길 200","32751","금산산림문화타운캠핑장","20190502140932","U","2019-05-13 02:40:00.0","","233594.895626","283247.977642","일반야영장업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"3107","일반야영장업","03_11_07_P","4590000","CDFI2262132015000002","20150731","","01","영업/정상","13","영업중","","","","","041-940-2428","","345892","충청남도 청양군 대치면 광대리 산 69-8","충청남도 청양군 대치면 칠갑산로 668-103","33344","칠갑산자연휴양림","20220323174451","U","2022-03-25 02:40:00.0","","185892.55521","325550.896069","일반야영장업","","관리지역","0","","","","","0","0","0","2782","","","0","0","","0","0","","0","3000","","0","","","","","","","0","","","","3000",
"3108","일반야영장업","03_11_07_P","4590000","CDFI2262132017000002","20170504","","01","영업/정상","13","영업중","","","","","","","","충청남도 청양군 남양면 흥산리 476-1","충청남도 청양군 남양면 만수로 1202-20","33308","알프스 휴양림","20210806102045","U","2021-08-08 02:40:00.0","","177405.608502","318967.295631","일반야영장업","","","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"3109","일반야영장업","03_11_07_P","4050000","CDFI2262132015000007","20150608","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 처인구 이동읍 묵리 202-3","경기도 용인시 처인구 이동읍 이원로 637-3","17132","문수산캠핑장","20221017104500","U","2022-10-19 02:40:00.0","","222449.880119679","406739.352722305","일반야영장업","","","0","","","삼성화재","","0","0","0","70","","","0","0","","0","0","","0","728","","0","","","","","","","0","","","","728",
"3110","일반야영장업","03_11_07_P","4050000","CDFI2262132018000002","20180814","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 처인구 백암면 용천리 627-15","경기도 용인시 처인구 백암면 용천로 205","17182","철이네 캠핑랜드","20220831173416","U","2022-09-02 02:40:00.0","","231181.825055317","402496.483198689","일반야영장업","","","0","","","농협손해보험","","0","0","0","0","","","0","0","","0","0","","0","6464","","0","","","","","","","179000000","","","","6464",
"3111","일반야영장업","03_11_07_P","4050000","CDFI2262132018000003","20181031","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 처인구 원삼면 맹리 695-12 외2필지","경기도 용인시 처인구 원삼면 죽양대로1650번길 2-43","17166","용인밤골캠핑장","20200902132415","U","2020-09-04 02:40:00.0","","229662.632981579","409513.969726311","일반야영장업","","관리지역","","","","삼성화재","","","","","","","","","","","","","","","3640","","","","","","","","","","","","","3640",
"3112","일반야영장업","03_11_07_P","3930000","CDFI2262132016000001","20160224","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 대부남동 28-83","경기도 안산시 단원구 부흥로 232-76 (대부남동)","15649","대부도캠핑성","20221024094339","U","2022-10-26 02:40:00.0","","164099.020820419","413135.593630937","일반야영장업","","","1","","","삼성화재해상보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","1536","","0","","","","","","","500000000","","","","1536",
"3113","일반야영장업","03_11_07_P","3930000","CDFI2262132016000002","20160728","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 대부남동 31-172","경기도 안산시 단원구 수영목길 27-77 (대부남동)","15649","카라반랜드","20221024094412","U","2022-10-26 02:40:00.0","","164002.145060516","412673.994921528","일반야영장업","","","0","","","현대해상화재보험","","0","0","0","0","","","0","0","","0","0","","0","1584","","0","","","","","","","800000000","","","","1584",
"3114","일반야영장업","03_11_07_P","3930000","CDFI2262132016000003","20160811","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 대부북동 1865-209","경기도 안산시 단원구 연목이길 11-1 (대부북동)","15640","해솔길캠핑장","20221024094440","U","2022-10-26 02:40:00.0","","160931.834573281","418493.316804711","일반야영장업","","자연녹지지역","0","","","현대해상화재보험","","0","0","0","0","","","0","0","","0","0","","0","1023","","0","","","","","","","0","","","","1023",
"3115","일반야영장업","03_11_07_P","3930000","CDFI2262132016000004","20161116","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 대부동동 1241-3","경기도 안산시 단원구 대부황금로 974-13 (대부동동)","15641","씨엘관광농원","20221024094516","U","2022-10-26 02:40:00.0","","163784.629617868","416586.365360508","일반야영장업","","","0","","","삼성화재해상보험주식회사","","0","0","0","1162","","","0","0","","0","0","","0","5643","","0","","","","","","","50000000","","","","5643",
"3116","일반야영장업","03_11_07_P","3930000","CDFI2262132017000001","20170522","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 대부남동 1172-41","경기도 안산시 단원구 끝망생이길 28-17 (대부남동)","15647","핀란드캠핑장","20221024094550","U","2022-10-26 02:40:00.0","","159567.044237948","414332.860011036","일반야영장업","","자연녹지지역","0","","","DB손해보험","","1","0","0","0","","","0","0","","0","0","","0","649","","0","","","","","","","100000000","","","","649",
"3117","일반야영장업","03_11_07_P","3930000","CDFI2262132017000002","20170630","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 대부남동 530-4","경기도 안산시 단원구 장불길 14 (대부남동)","15653","고래숲 관광농원","20220120094506","U","2022-01-22 02:40:00.0","","161020.857593661","411033.384198945","일반야영장업","","","0","","","삼성화재해상보험","","0","0","0","0","","","0","0","","0","0","","0","3711","","0","","","","","","","100000000","","","","3711",
"3118","일반야영장업","03_11_07_P","3930000","CDFI2262132018000001","20180508","","01","영업/정상","13","영업중","","","","","","","425340","경기도 안산시 단원구 대부남동 559-106","","","비치캠핑장","20221024094650","U","2022-10-26 02:40:00.0","","160788.428305826","411056.012351601","일반야영장업","","생산녹지지역","0","","","농협손해보험","","0","0","0","0","","","0","0","","0","0","","0","463","","0","","","","","","","0","","","","463",
"3119","일반야영장업","03_11_07_P","3930000","CDFI2262132018000002","20180822","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 대부남동 5-24","경기도 안산시 단원구 부흥로 359-14 (대부남동)","15650","바다의별 관광농원","20221024094728","U","2022-10-26 02:40:00.0","","165357.32852222","412519.061345565","일반야영장업","","생산녹지지역","0","","","삼성화재해상보험","","0","0","0","0","","","0","0","","0","0","","0","5429","","0","","","","","","","0","","","","5429",
"3120","일반야영장업","03_11_07_P","5380000","CDFI2262132018000001","20180823","","01","영업/정상","13","영업중","","","","","","","","경상남도 양산시 원동면 원리 50-12","경상남도 양산시 원동면 원동로 1837-2","50587","캠프라임","20220929092516","U","2022-10-01 02:40:00.0","","374466.027416807","211970.523578447","일반야영장업","","관리지역","0","","","현대해상화재보험","","0","0","0","0","","","0","0","","0","0","","0","3286","","0","","","","","","","0","","","","3286",
"3121","일반야영장업","03_11_07_P","4060000","CDFI2262132018000005","20181011","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 법원읍 법원리 133-4","경기도 파주시 법원읍 초리골길 248","10826","자연의꿈","20210914091617","U","2021-09-16 02:40:00.0","","190620.533411231","483731.917661171","일반야영장업","","관리지역","0","","","삼성화재(야영장사고배상책임)","","0","0","0","0","","","0","0","","0","0","","0","4254","","0","","","","","","","0","","","","4254",
"3122","일반야영장업","03_11_07_P","4920000","CDFI2262132016000003","20160804","","01","영업/정상","13","영업중","","","","","061-434-9939","","","전라남도 강진군 대구면 사당리 658-5 강진청자촌오토캠핑장","전라남도 강진군 대구면 청자촌길 42-5, 강진청자촌오토캠핑장","59263","강진 청자촌 오토캠핑장","20221028124322","U","2022-10-30 02:40:00.0","","181916.937614","112170.139786","일반야영장업","","관리지역","1","기타","","현대해상화재보험","체육시설","1","0","0","0","","","0","0","","0","0","","0","23270","","0","","","","","","","0","","","","23270",
"3123","일반야영장업","03_11_07_P","4920000","CDFI2262132017000001","20170707","","01","영업/정상","13","영업중","","","","","061-434-7907","","","전라남도 강진군 도암면 봉황리 295-50","","","덕룡산 캠핑장","20220713114040","U","2022-07-15 02:40:00.0","","170837.421256","115650.959162","일반야영장업","","관리지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","4034","","0","","","","","","","100000000","","","","4034",
"3124","일반야영장업","03_11_07_P","4460000","CDFI2262132017000005","20171208","","01","영업/정상","13","영업중","","","","","","","","충청북도 괴산군 칠성면 비도리 59-2","충청북도 괴산군 칠성면 연풍로쌍곡길 75","28018","시냇가캠핑장","20210503110055","U","2021-05-05 02:40:00.0","","279150.078313","364921.26304","일반야영장업","","관리지역","1","","","","기타","","","","61","","","","","","","","","","61","","","","","","","","","","","","","61",
"3125","일반야영장업","03_11_07_P","4460000","CDFI2262132018000001","20180424","","01","영업/정상","13","영업중","","","","","","","","충청북도 괴산군 칠성면 쌍곡리 84-10번지","충청북도 괴산군 칠성면 쌍곡로 322","28021","솔밭캠프","20180424132722","I","2018-11-26 13:44:42.0","","279831.512088","362481.364905","일반야영장업","","관리지역","","","","","기타","","","","","","","","","","","","","","224.14","","","","","","","","","","","","","224",
"3126","일반야영장업","03_11_07_P","4460000","CDFI2262132018000002","20180723","","01","영업/정상","13","영업중","","","","","043 832 5300","","","충청북도 괴산군 칠성면 사은리 181번지","충청북도 괴산군 칠성면 칠성로10길 466-3","28020","갈론계곡캠핑장","20190617161528","U","2019-06-19 02:40:00.0","","275535.502573","359892.73401","일반야영장업","","","","","","","","","","","","","","","","","","","","","81","","","","","","","","","","","","","81",
"3127","일반야영장업","03_11_07_P","4460000","CDFI2262132018000003","20180810","","01","영업/정상","13","영업중","","","","","","","","충청북도 괴산군 칠성면 두천리 378-1번지 괴강관광농원","충청북도 괴산군 칠성면 괴강로 354-14, 괴강관광농원","28017","괴강관광농원캠핑장","20200525184211","U","2020-05-27 02:40:00.0","","273457.424249","366771.447225","일반야영장업","","관리지역","","기타","","","기타","","","","","","","","","","","","","","189","","","","","","","","","","","","","189",
"3128","일반야영장업","03_11_07_P","4460000","CDFI2262132018000004","20180903","","01","영업/정상","13","영업중","","","","","","","","충청북도 괴산군 청천면 후평리 200-12번지","충청북도 괴산군 청천면 후평도원로 129-19","28061","후평숲캠핑장","20180903160827","I","2018-11-26 13:44:42.0","","267494.082471","351134.983451","일반야영장업","","관리지역","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"3129","일반야영장업","03_11_07_P","4460000","CDFI2262132018000005","20180904","","01","영업/정상","13","영업중","","","","","","","","충청북도 괴산군 사리면 소매리 324-3","충청북도 괴산군 사리면 소매1길 102","28045","개차반캠핑장","20201016102058","U","2020-10-18 02:40:00.0","","259391.647099","370909.554897","일반야영장업","","관리지역","","","","","","","","","","","","","","","","","","","120","","","","","","","","","","","","","120",
"3130","일반야영장업","03_11_07_P","4460000","CDFI2262132018000006","20181101","","01","영업/정상","13","영업중","","","","","","","","충청북도 괴산군 청천면 후평리 200-13번지","충청북도 괴산군 청천면 후평도원로 153-6","28061","숲속의하모니","20181101130611","I","2018-11-26 13:44:42.0","","267644.582211","351052.217438","일반야영장업","","관리지역","","","","","","","","","","","","","","","","","","","48","","","","","","","","","","","","","48",
"3131","일반야영장업","03_11_07_P","4260000","CDFI2262132018000006","20181102","","01","영업/정상","13","영업중","","","","","","","","강원도 횡성군 서원면 압곡리 298-8번지","강원도 횡성군 서원면 압곡로 195","25201","동당미펜션 야영장","20181102180428","I","2018-11-26 13:44:42.0","","278590.816058464","441820.817404989","일반야영장업","","관리지역","","","","","","","","","","","","","","","","","","","2540","","","","","","","","","","","","","2540",
"3132","일반야영장업","03_11_07_P","3570000","CDFI2262132018000006","20180809","","01","영업/정상","13","영업중","","","","","","","","인천광역시 강화군 삼산면 매음리 897","인천광역시 강화군 삼산면 어류정길198번길 8","23007","헬로 카라반","20210604113252","U","2021-06-06 02:40:00.0","","141369.312026974","461437.78196468","일반야영장업","","관리지역","1","기타","","","기타","1","","","","","","","","","","","","","32","","","","","","","","","","","","","32",
"3133","일반야영장업","03_11_07_P","3570000","CDFI2262132018000007","20180814","","01","영업/정상","13","영업중","","","","","","","","인천광역시 강화군 길상면 선두리 843-68번지","인천광역시 강화군 길상면 해안남로 860-2","23051","강화도 아침 숲속야영장","20190530213306","U","2019-06-01 02:40:00.0","","153922.354093256","457136.377090568","일반야영장업","","","1","기타","","","기타","1","","","","","","","","","","","","","4959","","","","","","","","","","","","","4959",
"3134","일반야영장업","03_11_07_P","3570000","CDFI2262132018000008","20180903","","01","영업/정상","13","영업중","","","","","","","","인천광역시 강화군 길상면 선두리 1024-13번지","","","쥬라기 카라반","20180903180319","I","2018-11-26 13:44:42.0","","155429.678629796","455543.353522137","일반야영장업","","관리지역","","기타","","","","","","","","","","","","","","","","","2128","","","","","","","","","","","","","2128",
"3135","일반야영장업","03_11_07_P","3610000","CDFI2262132015000001","20150731","","01","영업/정상","13","영업중","","","","","062-603-5346","","503213","광주광역시 남구 승촌동 600","","","승촌보캠핑장","20220822155407","U","2022-08-24 02:40:00.0","","177714.306603","173871.903804","일반야영장업","","자연녹지지역","1","기타","","","기타","1","","","","","","","","","","","","","93.12","","","","","","","","","","","","","93",
"3136","일반야영장업","03_11_07_P","4620000","CDFI2262132016000033","20160719","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 남면 몽산리 782-13번지","충청남도 태안군 남면 몽산포길 161","32152","오션파크","20190717145819","U","2019-07-19 02:40:00.0","","135572.637057","352909.667399","일반야영장업","","관리지역","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"3137","일반야영장업","03_11_07_P","4280000","CDFI2262132017000002","20170608","","01","영업/정상","13","영업중","","","","","","","","강원도 평창군 봉평면 흥정리 82번지","강원도 평창군 봉평면 흥정계곡4길 249-2","25300","펜션벨뷰캠핑장","20170614113032","I","2018-11-26 13:44:42.0","","315297.738300568","463040.807231672","일반야영장업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20000000","","","","",
"3138","일반야영장업","03_11_07_P","4280000","CDFI2262132017000004","20170621","","01","영업/정상","13","영업중","","","","","","","","강원도 평창군 방림면 방림리 1775-2번지","강원도 평창군 방림면 고원로 1505-8","25365","숲과개울펜션야영장","20200220161440","U","2020-02-22 02:40:00.0","","320170.828948793","438574.578298632","일반야영장업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"3139","일반야영장업","03_11_07_P","4280000","CDFI2262132017000005","20170713","","01","영업/정상","13","영업중","","","","","","","","강원도 평창군 봉평면 흥정리 360-2","강원도 평창군 봉평면 흥정계곡4길 7-25","25300","리프레쉬캠핑장","20211206105757","U","2021-12-08 02:40:00.0","","316414.495689127","461686.126671537","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","5000000","","","","0",
"3140","일반야영장업","03_11_07_P","5430000","CDFI2262132016000002","20160725","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 미조면 송정리 1378번지","경상남도 남해군 미조면 남해대로397번길 18 (천하리경로당)","52441","천하마을야영장","20200506212655","U","2020-05-08 02:40:00.0","","292759.555375624","136675.16977023","일반야영장업","","","","","","","","","","","49","","","","","","","","","","695","","","","","","","","","","","","","695",
"3141","일반야영장업","03_11_07_P","5430000","CDFI2262132018000001","20180209","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 삼동면 지족리 1149-2번지 힐링아일랜드 글램핑","경상남도 남해군 삼동면 죽방로 169, 힐링아일랜드 글램핑","52444","힐링아일랜드 글램핑","20191028151312","U","2019-10-30 02:40:00.0","","290245.593716964","148264.252411101","일반야영장업","","관리지역","2","","","","근린생활시설","2","","","662","","","","","","","","","","2656","","","","","","","","","100000000","","","","2656",
"3142","일반야영장업","03_11_07_P","5430000","CDFI2262132018000002","20180329","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 설천면 진목리 1190-1번지","경상남도 남해군 설천면 설천로 224-79","52402","남해 더왕 글램핑장","20180712112448","I","2018-11-26 13:44:42.0","","283036.359330439","154364.133203926","일반야영장업","","관리지역","","","","","기타","1","","","","","","","","","","","","","1636","","","","","","","","","10000000","","","","1636",
"3143","일반야영장업","03_11_07_P","5430000","CDFI2262132018000003","20181101","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 창선면 대벽리 277 북창선초등학교","경상남도 남해군 창선면 서부로 1455-10, 북창선초등학교","52449","버드하우스 캠핑장","20200720114556","U","2020-07-22 02:40:00.0","","293183.773305968","158231.629813035","일반야영장업","","","1","","","","","1","","","269","","","","","","","","","","269.31","","","","","","","","","","","","","269",
"3144","일반야영장업","03_11_07_P","3530000","CDFI2262132018000001","20181008","","01","영업/정상","13","영업중","","","","","032-467-2123","","","인천광역시 남동구 장수동 456","","","인천대공원 캠핑장","20220615121100","U","2022-06-17 02:40:00.0","","177810.051907964","439261.29275348","일반야영장업","","","0","","","삼성화재해상보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","29370","","0","","","","","","","0","","","","29370",
"3145","일반야영장업","03_11_07_P","4720000","CDFI2262132016000002","20160112","","01","영업/정상","13","영업중","","","","","","","","전라북도 완주군 동상면 대아리 279","전라북도 완주군 동상면 대아수목로 144-1","55344","완주에코오토캠핑장","20220106133630","U","2022-01-08 02:40:00.0","","227295.516671","275619.292462","일반야영장업","","","0","","","삼성화재해상보험","","0","0","0","0","","","0","0","","0","0","","0","52","","0","","","","","","","100000000","","","","52",
